                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.6599,                 1.8302,                 2.0202,                0.58532,                0.50567,                0.52813,                0.25288,                 1.9744,                 1.8561,                 2.4603,              0.0005644,              0.0005644,              0.0005644
                     46,                  1.665,                 1.8356,                 2.0235,                0.56837,                0.49865,                0.52432,                0.24427,                 2.0182,                 1.8467,                 2.4954,              0.0005545,              0.0005545,              0.0005545
                     47,                 1.6599,                 1.8195,                 2.0194,                 0.6274,                0.46907,                0.52437,                0.24216,                 2.0092,                 1.8373,                 2.5006,              0.0005446,              0.0005446,              0.0005446
                     48,                 1.6528,                 1.8111,                  2.021,                 0.6075,                0.51433,                0.54274,                0.25436,                 2.0242,                 1.8015,                 2.5073,              0.0005347,              0.0005347,              0.0005347
                     49,                 1.6504,                 1.7908,                 1.9972,                0.60123,                0.50145,                0.52647,                0.24905,                 2.0184,                 1.7853,                 2.4832,              0.0005248,              0.0005248,              0.0005248
                     50,                 1.6432,                 1.7727,                 1.9948,                0.57742,                0.50692,                0.52831,                0.24632,                 2.0198,                 1.8164,                 2.4868,              0.0005149,              0.0005149,              0.0005149
                     51,                 1.6321,                 1.7572,                 1.9814,                0.59298,                 0.5119,                0.53483,                0.25181,                 1.9841,                 1.7887,                 2.4758,               0.000505,               0.000505,               0.000505
                     52,                 1.6247,                 1.7644,                 1.9862,                0.55067,                0.50111,                0.51519,                0.24521,                 2.0144,                 1.8537,                  2.477,              0.0004951,              0.0004951,              0.0004951
                     53,                 1.6206,                 1.7388,                 1.9707,                 0.5566,                0.51893,                0.52591,                0.24557,                 2.0376,                 1.7995,                 2.4985,              0.0004852,              0.0004852,              0.0004852
                     54,                 1.6123,                 1.7167,                 1.9703,                0.52789,                0.52534,                0.52512,                0.24811,                 2.0212,                 1.7968,                 2.4946,              0.0004753,              0.0004753,              0.0004753
                     55,                 1.6242,                 1.7198,                 1.9863,                0.56731,                0.52725,                0.53226,                0.24972,                 2.0179,                 1.7847,                 2.4997,              0.0004654,              0.0004654,              0.0004654
